,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition,Margin,OppLadderPosition,Last5
3905,Geelong,20,Away,97,2012-08-10,Friday,7,Subiaco,37812,2012,West Coast,Loss,7,-5,5,4
3906,St Kilda,20,Home,107,2012-08-11,Saturday,2,MCG,23464,2012,Melbourne,Win,10,25,16,3
3907,Melbourne,20,Away,82,2012-08-11,Saturday,2,MCG,23464,2012,St Kilda,Loss,16,-25,10,1
3908,Adelaide,20,Home,119,2012-08-11,Saturday,2,Football Park,35027,2012,Fremantle,Win,2,28,9,4
3909,Fremantle,20,Away,91,2012-08-11,Saturday,2,Football Park,35027,2012,Adelaide,Loss,9,-28,2,5
3910,Gold Coast,20,Home,109,2012-08-11,Saturday,5,Carrara,14657,2012,Greater Western Sydney,Win,17,30,18,1
3911,Greater Western Sydney,20,Away,79,2012-08-11,Saturday,5,Carrara,14657,2012,Gold Coast,Loss,18,-30,17,1
3912,Carlton,20,Home,113,2012-08-11,Saturday,8,Docklands,25977,2012,Brisbane Lions,Win,11,36,13,3
3913,Brisbane Lions,20,Away,77,2012-08-11,Saturday,8,Docklands,25977,2012,Carlton,Loss,13,-36,11,1
3914,Sydney,20,Home,70,2012-08-11,Saturday,8,Stadium Australia,45827,2012,Collingwood,Loss,1,-8,3,5
3915,Collingwood,20,Away,78,2012-08-11,Saturday,8,Stadium Australia,45827,2012,Sydney,Win,3,8,1,3
3916,Hawthorn,20,Home,159,2012-08-12,Sunday,1,York Park,14431,2012,Port Adelaide,Win,4,72,14,4
3917,Port Adelaide,20,Away,87,2012-08-12,Sunday,1,York Park,14431,2012,Hawthorn,Loss,14,-72,4,1
3918,Richmond,20,Home,150,2012-08-12,Sunday,3,MCG,28286,2012,Western Bulldogs,Win,12,70,15,2
3919,Western Bulldogs,20,Away,80,2012-08-12,Sunday,3,MCG,28286,2012,Richmond,Loss,15,-70,12,0
3920,Essendon,20,Home,76,2012-08-12,Sunday,5,Docklands,42674,2012,North Melbourne,Loss,8,-24,6,1
3921,North Melbourne,20,Away,100,2012-08-12,Sunday,5,Docklands,42674,2012,Essendon,Win,6,24,8,4
3922,Geelong,21,Home,123,2012-08-17,Friday,8,Docklands,38169,2012,St Kilda,Win,7,42,11,3
3923,St Kilda,21,Away,81,2012-08-17,Friday,8,Docklands,38169,2012,Geelong,Loss,11,-42,7,3
3924,Essendon,21,Home,60,2012-08-18,Saturday,2,MCG,59381,2012,Carlton,Loss,10,-96,9,1
3925,Carlton,21,Away,156,2012-08-18,Saturday,2,MCG,59381,2012,Essendon,Win,9,96,10,3
3926,Greater Western Sydney,21,Home,59,2012-08-18,Saturday,2,Manuka Oval,7561,2012,Melbourne,Loss,18,-25,16,1
3927,Melbourne,21,Away,84,2012-08-18,Saturday,2,Manuka Oval,7561,2012,Greater Western Sydney,Win,16,25,18,1
3928,Fremantle,21,Home,94,2012-08-18,Saturday,3,Subiaco,32721,2012,Richmond,Win,8,22,12,4
3929,Richmond,21,Away,72,2012-08-18,Saturday,3,Subiaco,32721,2012,Fremantle,Loss,12,-22,8,2
3930,Brisbane Lions,21,Home,95,2012-08-18,Saturday,8,Gabba,18979,2012,Adelaide,Win,13,10,3,1
3931,Adelaide,21,Away,85,2012-08-18,Saturday,8,Gabba,18979,2012,Brisbane Lions,Loss,3,-10,13,4
3932,Collingwood,21,Home,61,2012-08-18,Saturday,8,Docklands,44956,2012,North Melbourne,Loss,4,-30,6,4
3933,North Melbourne,21,Away,91,2012-08-18,Saturday,8,Docklands,44956,2012,Collingwood,Win,6,30,4,5
3934,Port Adelaide,21,Home,50,2012-08-19,Sunday,1,Football Park,13683,2012,West Coast,Loss,14,-48,5,1
3935,West Coast,21,Away,98,2012-08-19,Sunday,1,Football Park,13683,2012,Port Adelaide,Win,5,48,14,2
3936,Western Bulldogs,21,Home,85,2012-08-19,Sunday,3,Docklands,19396,2012,Sydney,Loss,15,-82,1,0
3937,Sydney,21,Away,167,2012-08-19,Sunday,3,Docklands,19396,2012,Western Bulldogs,Win,1,82,15,4
3938,Hawthorn,21,Home,129,2012-08-19,Sunday,5,MCG,23098,2012,Gold Coast,Win,2,64,17,4
3939,Gold Coast,21,Away,65,2012-08-19,Sunday,5,MCG,23098,2012,Hawthorn,Loss,17,-64,2,2
3940,Richmond,22,Home,102,2012-08-24,Friday,8,MCG,47590,2012,Essendon,Win,12,45,11,2
3941,Essendon,22,Away,57,2012-08-24,Friday,8,MCG,47590,2012,Richmond,Loss,11,-45,12,0
3942,St Kilda,22,Home,163,2012-08-25,Saturday,2,Docklands,17327,2012,Greater Western Sydney,Win,9,128,18,2
3943,Greater Western Sydney,22,Away,35,2012-08-25,Saturday,2,Docklands,17327,2012,St Kilda,Loss,18,-128,9,1
3944,Port Adelaide,22,Home,93,2012-08-25,Saturday,2,Football Park,13953,2012,Brisbane Lions,Loss,14,-11,13,1
3945,Brisbane Lions,22,Away,104,2012-08-25,Saturday,2,Football Park,13953,2012,Port Adelaide,Win,13,11,14,2
3946,Sydney,22,Home,95,2012-08-25,Saturday,5,SCG,31167,2012,Hawthorn,Loss,2,-7,1,4
3947,Hawthorn,22,Away,102,2012-08-25,Saturday,5,SCG,31167,2012,Sydney,Win,1,7,2,4
3948,West Coast,22,Home,107,2012-08-25,Saturday,6,Subiaco,40527,2012,Collingwood,Win,4,49,5,3
3949,Collingwood,22,Away,58,2012-08-25,Saturday,6,Subiaco,40527,2012,West Coast,Loss,5,-49,4,3
3950,Gold Coast,22,Home,98,2012-08-25,Saturday,8,Carrara,15251,2012,Carlton,Win,17,12,10,1
3951,Carlton,22,Away,86,2012-08-25,Saturday,8,Carrara,15251,2012,Gold Coast,Loss,10,-12,17,4
3952,Geelong,22,Home,107,2012-08-26,Sunday,1,Kardinia Park,18047,2012,Western Bulldogs,Win,6,34,15,4
3953,Western Bulldogs,22,Away,73,2012-08-26,Sunday,1,Kardinia Park,18047,2012,Geelong,Loss,15,-34,6,0
3954,North Melbourne,22,Home,79,2012-08-26,Sunday,3,Docklands,26482,2012,Fremantle,Loss,8,-53,7,5
3955,Fremantle,22,Away,132,2012-08-26,Sunday,3,Docklands,26482,2012,North Melbourne,Win,7,53,8,4
3956,Melbourne,22,Home,81,2012-08-26,Sunday,5,MCG,18450,2012,Adelaide,Loss,16,-69,3,2
3957,Adelaide,22,Away,150,2012-08-26,Sunday,5,MCG,18450,2012,Melbourne,Win,3,69,16,3
3958,Hawthorn,23,Home,95,2012-08-31,Friday,8,MCG,50023,2012,West Coast,Win,1,25,5,4
3959,West Coast,23,Away,70,2012-08-31,Friday,8,MCG,50023,2012,Hawthorn,Loss,5,-25,1,4
3960,Geelong,23,Home,112,2012-09-01,Saturday,2,Kardinia Park,20045,2012,Sydney,Win,6,34,3,4
3961,Sydney,23,Away,78,2012-09-01,Saturday,2,Kardinia Park,20045,2012,Geelong,Loss,3,-34,6,3
3962,Adelaide,23,Home,153,2012-09-01,Saturday,2,Football Park,35463,2012,Gold Coast,Win,2,91,17,3
3963,Gold Coast,23,Away,62,2012-09-01,Saturday,2,Football Park,35463,2012,Adelaide,Loss,17,-91,2,2
3964,Greater Western Sydney,23,Home,77,2012-09-01,Saturday,5,Sydney Showground,6696,2012,North Melbourne,Loss,18,-28,8,1
3965,North Melbourne,23,Away,105,2012-09-01,Saturday,5,Sydney Showground,6696,2012,Greater Western Sydney,Win,8,28,18,4
3966,Fremantle,23,Home,101,2012-09-01,Saturday,6,Subiaco,32687,2012,Melbourne,Win,7,61,16,4
3967,Melbourne,23,Away,40,2012-09-01,Saturday,6,Subiaco,32687,2012,Fremantle,Loss,16,-61,7,2
3968,Essendon,23,Home,72,2012-09-01,Saturday,8,MCG,56491,2012,Collingwood,Loss,11,-32,4,0
3969,Collingwood,23,Away,104,2012-09-01,Saturday,8,MCG,56491,2012,Essendon,Win,4,32,11,3
3970,Carlton,23,Home,91,2012-09-02,Sunday,1,Docklands,31393,2012,St Kilda,Loss,10,-15,9,3
3971,St Kilda,23,Away,106,2012-09-02,Sunday,1,Docklands,31393,2012,Carlton,Win,9,15,10,3
3972,Richmond,23,Home,106,2012-09-02,Sunday,3,MCG,27893,2012,Port Adelaide,Loss,12,0,14,3
3973,Port Adelaide,23,Away,106,2012-09-02,Sunday,3,MCG,27893,2012,Richmond,Loss,14,0,12,0
3974,Brisbane Lions,23,Home,128,2012-09-02,Sunday,5,Gabba,18289,2012,Western Bulldogs,Win,13,67,15,2
3975,Western Bulldogs,23,Away,61,2012-09-02,Sunday,5,Gabba,18289,2012,Brisbane Lions,Loss,15,-67,13,0
3976,Carlton,1,Home,104,2011-03-24,Thursday,8,MCG,60654,2011,Richmond,Win,3,20,15,0
3977,Richmond,1,Away,84,2011-03-24,Thursday,8,MCG,60654,2011,Carlton,Loss,15,-20,3,0
3978,Geelong,1,Home,48,2011-03-25,Friday,8,MCG,42869,2011,St Kilda,Win,7,1,11,0
3979,St Kilda,1,Away,47,2011-03-25,Friday,8,MCG,42869,2011,Geelong,Loss,11,-1,7,0
3980,Collingwood,1,Home,155,2011-03-26,Saturday,2,Docklands,35773,2011,Port Adelaide,Win,2,75,16,0
3981,Port Adelaide,1,Away,80,2011-03-26,Saturday,2,Docklands,35773,2011,Collingwood,Loss,16,-75,2,0
3982,Adelaide,1,Home,105,2011-03-26,Saturday,7,Football Park,42536,2011,Hawthorn,Win,4,20,14,0
3983,Hawthorn,1,Away,85,2011-03-26,Saturday,7,Football Park,42536,2011,Adelaide,Loss,14,-20,4,0
3984,Brisbane Lions,1,Home,92,2011-03-26,Saturday,7,Gabba,23373,2011,Fremantle,Loss,12,-2,6,0
3985,Fremantle,1,Away,94,2011-03-26,Saturday,7,Gabba,23373,2011,Brisbane Lions,Win,6,2,12,0
3986,Essendon,1,Home,113,2011-03-27,Sunday,1,Docklands,42617,2011,Western Bulldogs,Win,1,55,17,0
3987,Western Bulldogs,1,Away,58,2011-03-27,Sunday,1,Docklands,42617,2011,Essendon,Loss,17,-55,1,0
3988,Melbourne,1,Home,84,2011-03-27,Sunday,2,MCG,33951,2011,Sydney,Loss,9,0,8,0
3989,Sydney,1,Away,84,2011-03-27,Sunday,2,MCG,33951,2011,Melbourne,Loss,8,0,9,0
3990,West Coast,1,Home,92,2011-03-27,Sunday,4,Subiaco,35878,2011,North Melbourne,Win,5,4,13,0
3991,North Melbourne,1,Away,88,2011-03-27,Sunday,4,Subiaco,35878,2011,West Coast,Loss,13,-4,5,0
3992,St Kilda,2,Home,95,2011-04-01,Friday,8,MCG,41465,2011,Richmond,Loss,11,0,12,0
3993,Richmond,2,Away,95,2011-04-01,Friday,8,MCG,41465,2011,St Kilda,Win,12,0,11,0
3994,North Melbourne,2,Home,56,2011-04-02,Saturday,2,Docklands,40578,2011,Collingwood,Loss,16,-87,1,0
3995,Collingwood,2,Away,143,2011-04-02,Saturday,2,Docklands,40578,2011,North Melbourne,Win,1,87,16,1
3996,Port Adelaide,2,Home,98,2011-04-02,Saturday,3,Football Park,23214,2011,West Coast,Loss,14,-18,3,0
3997,West Coast,2,Away,116,2011-04-02,Saturday,3,Football Park,23214,2011,Port Adelaide,Win,3,18,14,1
3998,Gold Coast,2,Home,52,2011-04-02,Saturday,7,Gabba,27914,2011,Carlton,Loss,17,-119,2,0
3999,Carlton,2,Away,171,2011-04-02,Saturday,7,Gabba,27914,2011,Gold Coast,Win,2,119,17,1
4000,Fremantle,2,Home,78,2011-04-02,Saturday,6,Subiaco,37004,2011,Geelong,Loss,10,-11,4,1
4001,Geelong,2,Away,89,2011-04-02,Saturday,6,Subiaco,37004,2011,Fremantle,Win,4,11,10,1
4002,Western Bulldogs,2,Home,123,2011-04-03,Sunday,1,Docklands,22331,2011,Brisbane Lions,Win,8,78,15,0
4003,Brisbane Lions,2,Away,45,2011-04-03,Sunday,1,Docklands,22331,2011,Western Bulldogs,Loss,15,-78,8,0
4004,Sydney,2,Home,98,2011-04-03,Sunday,2,Stadium Australia,28082,2011,Essendon,Win,5,5,6,0
4005,Essendon,2,Away,93,2011-04-03,Sunday,2,Stadium Australia,28082,2011,Sydney,Loss,6,-5,5,1
4006,Hawthorn,2,Home,122,2011-04-03,Sunday,5,MCG,49905,2011,Melbourne,Win,9,45,13,0
4007,Melbourne,2,Away,77,2011-04-03,Sunday,5,MCG,49905,2011,Hawthorn,Loss,13,-45,9,0
4008,Collingwood,3,Home,102,2011-04-08,Friday,8,MCG,88181,2011,Carlton,Win,1,28,4,2
4009,Carlton,3,Away,74,2011-04-08,Friday,8,MCG,88181,2011,Collingwood,Loss,4,-28,1,2
4010,Western Bulldogs,3,Home,122,2011-04-09,Saturday,2,Docklands,21373,2011,Gold Coast,Win,5,71,17,1
4011,Gold Coast,3,Away,51,2011-04-09,Saturday,2,Docklands,21373,2011,Western Bulldogs,Loss,17,-71,5,0
4012,Adelaide,3,Home,54,2011-04-09,Saturday,3,Football Park,33414,2011,Fremantle,Loss,11,-25,8,1
4013,Fremantle,3,Away,79,2011-04-09,Saturday,3,Football Park,33414,2011,Adelaide,Win,8,25,11,1
4014,Richmond,3,Home,52,2011-04-09,Saturday,7,MCG,46368,2011,Hawthorn,Loss,13,-63,7,1
4015,Hawthorn,3,Away,115,2011-04-09,Saturday,7,MCG,46368,2011,Richmond,Win,7,63,13,1
4016,West Coast,3,Home,88,2011-04-09,Saturday,6,Subiaco,37288,2011,Sydney,Loss,9,-13,3,2
4017,Sydney,3,Away,101,2011-04-09,Saturday,6,Subiaco,37288,2011,West Coast,Win,3,13,9,1
4018,Melbourne,3,Home,82,2011-04-10,Sunday,1,MCG,24380,2011,Brisbane Lions,Win,10,11,14,0
4019,Brisbane Lions,3,Away,71,2011-04-10,Sunday,1,MCG,24380,2011,Melbourne,Loss,14,-11,10,0
4020,Geelong,3,Home,122,2011-04-10,Sunday,2,Kardinia Park,22420,2011,Port Adelaide,Win,2,79,16,2
4021,Port Adelaide,3,Away,43,2011-04-10,Sunday,2,Kardinia Park,22420,2011,Geelong,Loss,16,-79,2,0
4022,St Kilda,3,Home,84,2011-04-10,Sunday,5,Docklands,47762,2011,Essendon,Loss,12,-52,6,0
4023,Essendon,3,Away,136,2011-04-10,Sunday,5,Docklands,47762,2011,St Kilda,Win,6,52,12,1
4024,Richmond,4,Home,90,2011-04-15,Friday,8,MCG,58050,2011,Collingwood,Loss,14,-71,1,1
4025,Collingwood,4,Away,161,2011-04-15,Friday,8,MCG,58050,2011,Richmond,Win,1,71,14,3
4026,Carlton,4,Home,79,2011-04-16,Saturday,2,MCG,78065,2011,Essendon,Loss,5,0,6,2
4027,Essendon,4,Away,79,2011-04-16,Saturday,2,MCG,78065,2011,Carlton,Win,6,0,5,2
4028,Hawthorn,4,Home,72,2011-04-16,Saturday,2,York Park,15063,2011,West Coast,Win,3,7,10,2
4029,West Coast,4,Away,65,2011-04-16,Saturday,2,York Park,15063,2011,Hawthorn,Loss,10,-7,3,2
4030,Sydney,4,Home,54,2011-04-16,Saturday,7,SCG,25300,2011,Geelong,Loss,8,-27,2,2
4031,Geelong,4,Away,81,2011-04-16,Saturday,7,SCG,25300,2011,Sydney,Win,2,27,8,3
4032,Port Adelaide,4,Home,98,2011-04-16,Saturday,7,Football Park,33143,2011,Adelaide,Win,12,32,11,0
4033,Adelaide,4,Away,66,2011-04-16,Saturday,7,Football Park,33143,2011,Port Adelaide,Loss,11,-32,12,1
4034,Gold Coast,4,Home,69,2011-04-17,Sunday,2,Gabba,12111,2011,Melbourne,Loss,17,-90,7,0
4035,Melbourne,4,Away,159,2011-04-17,Sunday,2,Gabba,12111,2011,Gold Coast,Win,7,90,17,1
4036,Fremantle,4,Home,127,2011-04-17,Sunday,3,Subiaco,34779,2011,North Melbourne,Win,4,29,16,2
4037,North Melbourne,4,Away,98,2011-04-17,Sunday,3,Subiaco,34779,2011,Fremantle,Loss,16,-29,4,0
4038,Brisbane Lions,5,Home,76,2011-04-21,Thursday,8,Gabba,22543,2011,St Kilda,Loss,16,-13,11,0
4039,St Kilda,5,Away,89,2011-04-21,Thursday,8,Gabba,22543,2011,Brisbane Lions,Win,11,13,16,0
4040,Port Adelaide,5,Home,101,2011-04-23,Saturday,3,Football Park,21287,2011,Gold Coast,Loss,14,-3,15,1
4041,Gold Coast,5,Away,104,2011-04-23,Saturday,3,Football Park,21287,2011,Port Adelaide,Win,15,3,14,0
4042,Carlton,5,Home,85,2011-04-23,Saturday,7,Docklands,37607,2011,Adelaide,Win,4,6,13,2
4043,Adelaide,5,Away,79,2011-04-23,Saturday,7,Docklands,37607,2011,Carlton,Loss,13,-6,4,1
4044,North Melbourne,5,Home,103,2011-04-24,Sunday,5,Docklands,36461,2011,Richmond,Loss,17,-9,12,0
4045,Richmond,5,Away,112,2011-04-24,Sunday,5,Docklands,36461,2011,North Melbourne,Win,12,9,17,1
4046,Essendon,5,Home,77,2011-04-25,Monday,3,MCG,89626,2011,Collingwood,Loss,6,-30,1,3
4047,Collingwood,5,Away,107,2011-04-25,Monday,3,MCG,89626,2011,Essendon,Win,1,30,6,4
4048,Fremantle,5,Home,85,2011-04-25,Monday,7,Subiaco,37551,2011,Western Bulldogs,Win,3,7,9,3
4049,Western Bulldogs,5,Away,78,2011-04-25,Monday,7,Subiaco,37551,2011,Fremantle,Loss,9,-7,3,2
4050,Hawthorn,5,Home,98,2011-04-26,Tuesday,3,MCG,78579,2011,Geelong,Loss,5,-19,2,3
4051,Geelong,5,Away,117,2011-04-26,Tuesday,3,MCG,78579,2011,Hawthorn,Win,2,19,5,4
4052,West Coast,6,Home,106,2011-04-28,Thursday,7,Subiaco,36298,2011,Melbourne,Win,7,54,8,2
4053,Melbourne,6,Away,52,2011-04-28,Thursday,7,Subiaco,36298,2011,West Coast,Loss,8,-54,7,2
4054,Sydney,6,Home,71,2011-04-29,Friday,8,SCG,28081,2011,Carlton,Loss,9,-16,3,2
4055,Carlton,6,Away,87,2011-04-29,Friday,8,SCG,28081,2011,Sydney,Win,3,16,9,3
4056,North Melbourne,6,Home,133,2011-04-30,Saturday,2,Docklands,16014,2011,Port Adelaide,Win,14,60,15,0
4057,Port Adelaide,6,Away,73,2011-04-30,Saturday,2,Docklands,16014,2011,North Melbourne,Loss,15,-60,14,1
4058,Richmond,6,Home,124,2011-04-30,Saturday,7,MCG,37438,2011,Brisbane Lions,Win,10,26,17,2
4059,Brisbane Lions,6,Away,98,2011-04-30,Saturday,7,MCG,37438,2011,Richmond,Loss,17,-26,10,0
4060,Adelaide,6,Home,90,2011-04-30,Saturday,7,Football Park,33854,2011,St Kilda,Win,12,19,13,1
4061,St Kilda,6,Away,71,2011-04-30,Saturday,7,Football Park,33854,2011,Adelaide,Loss,13,-19,12,1
4062,Essendon,6,Home,197,2011-05-01,Sunday,1,Docklands,33710,2011,Gold Coast,Win,5,139,16,3
4063,Gold Coast,6,Away,58,2011-05-01,Sunday,1,Docklands,33710,2011,Essendon,Loss,16,-139,5,1
4064,Collingwood,6,Home,105,2011-05-01,Sunday,5,MCG,53776,2011,Western Bulldogs,Win,1,48,11,5
4065,Western Bulldogs,6,Away,57,2011-05-01,Sunday,5,MCG,53776,2011,Collingwood,Loss,11,-48,1,2
4066,Port Adelaide,7,Home,72,2011-05-06,Friday,8,Football Park,21819,2011,Hawthorn,Loss,16,-32,5,1
4067,Hawthorn,7,Away,104,2011-05-06,Friday,8,Football Park,21819,2011,Port Adelaide,Win,5,32,16,3
4068,Western Bulldogs,7,Home,65,2011-05-07,Saturday,1,Manuka Oval,10184,2011,Sydney,Loss,11,-8,8,2
4069,Sydney,7,Away,73,2011-05-07,Saturday,1,Manuka Oval,10184,2011,Western Bulldogs,Win,8,8,11,2
4070,Geelong,7,Home,127,2011-05-07,Saturday,2,Kardinia Park,23669,2011,North Melbourne,Win,2,66,15,5
4071,North Melbourne,7,Away,61,2011-05-07,Saturday,2,Kardinia Park,23669,2011,Geelong,Loss,15,-66,2,1
4072,Richmond,7,Home,148,2011-05-07,Saturday,4,MCG,34090,2011,Fremantle,Win,9,49,6,3
4073,Fremantle,7,Away,99,2011-05-07,Saturday,4,MCG,34090,2011,Richmond,Loss,6,-49,9,4
4074,Gold Coast,7,Home,124,2011-05-07,Saturday,7,Gabba,25501,2011,Brisbane Lions,Win,13,8,17,1
4075,Brisbane Lions,7,Away,116,2011-05-07,Saturday,7,Gabba,25501,2011,Gold Coast,Loss,17,-8,13,0
4076,Essendon,7,Home,106,2011-05-08,Sunday,1,Docklands,33631,2011,West Coast,Win,4,16,10,3
4077,West Coast,7,Away,90,2011-05-08,Sunday,1,Docklands,33631,2011,Essendon,Loss,10,-16,4,3
4078,Melbourne,7,Home,149,2011-05-08,Sunday,2,MCG,19987,2011,Adelaide,Win,7,96,12,2
4079,Adelaide,7,Away,53,2011-05-08,Sunday,2,MCG,19987,2011,Melbourne,Loss,12,-96,7,2
4080,St Kilda,7,Home,81,2011-05-09,Monday,7,Docklands,41576,2011,Carlton,Loss,14,-3,3,1
4081,Carlton,7,Away,84,2011-05-09,Monday,7,Docklands,41576,2011,St Kilda,Win,3,3,14,3
4082,Geelong,8,Home,65,2011-05-13,Friday,8,MCG,81691,2011,Collingwood,Win,1,3,2,5
4083,Collingwood,8,Away,62,2011-05-13,Friday,8,MCG,81691,2011,Geelong,Loss,2,-3,1,5
4084,North Melbourne,8,Home,124,2011-05-14,Saturday,2,Docklands,23536,2011,Melbourne,Win,13,41,9,1
4085,Melbourne,8,Away,83,2011-05-14,Saturday,2,Docklands,23536,2011,North Melbourne,Loss,9,-41,13,3
4086,Adelaide,8,Home,130,2011-05-14,Saturday,3,Football Park,36056,2011,Gold Coast,Win,12,57,14,1
4087,Gold Coast,8,Away,73,2011-05-14,Saturday,3,Football Park,36056,2011,Adelaide,Loss,14,-57,12,2
4088,Brisbane Lions,8,Home,66,2011-05-14,Saturday,7,Gabba,24921,2011,Essendon,Loss,17,-36,3,0
4089,Essendon,8,Away,102,2011-05-14,Saturday,7,Gabba,24921,2011,Brisbane Lions,Win,3,36,17,4
4090,Sydney,8,Home,121,2011-05-14,Saturday,8,SCG,20719,2011,Port Adelaide,Win,6,62,16,3
4091,Port Adelaide,8,Away,59,2011-05-14,Saturday,8,SCG,20719,2011,Sydney,Loss,16,-62,6,1
4092,Hawthorn,8,Home,99,2011-05-15,Sunday,1,MCG,42453,2011,St Kilda,Win,5,30,15,4
4093,St Kilda,8,Away,69,2011-05-15,Sunday,1,MCG,42453,2011,Hawthorn,Loss,15,-30,5,1
4094,Western Bulldogs,8,Home,153,2011-05-15,Sunday,2,Docklands,39141,2011,Richmond,Win,11,35,10,2
4095,Richmond,8,Away,118,2011-05-15,Sunday,2,Docklands,39141,2011,Western Bulldogs,Loss,10,-35,11,3
4096,West Coast,8,Home,96,2011-05-15,Sunday,3,Subiaco,40567,2011,Fremantle,Win,7,33,8,2
4097,Fremantle,8,Away,63,2011-05-15,Sunday,3,Subiaco,40567,2011,West Coast,Loss,8,-33,7,3
4098,Carlton,9,Home,100,2011-05-20,Friday,8,Docklands,48429,2011,Geelong,Loss,5,-2,1,3
4099,Geelong,9,Away,102,2011-05-20,Friday,8,Docklands,48429,2011,Carlton,Win,1,2,5,5
4100,St Kilda,9,Home,106,2011-05-20,Friday,8,Docklands,48429,2011,Melbourne,Win,13,20,10,1
4101,Melbourne,9,Away,86,2011-05-20,Friday,8,Docklands,48429,2011,St Kilda,Loss,10,-20,13,3
4102,Port Adelaide,9,Home,90,2011-05-21,Saturday,2,Football Park,16274,2011,Fremantle,Loss,17,-52,7,1
4103,Fremantle,9,Away,142,2011-05-21,Saturday,2,Football Park,16274,2011,Port Adelaide,Win,7,52,17,3
4104,Richmond,9,Home,105,2011-05-21,Saturday,8,MCG,83563,2011,Essendon,Win,9,16,4,3
4105,Essendon,9,Away,89,2011-05-21,Saturday,8,MCG,83563,2011,Richmond,Loss,4,-16,9,4
4106,Brisbane Lions,9,Home,73,2011-05-21,Saturday,8,Gabba,18404,2011,North Melbourne,Win,16,14,14,0
4107,North Melbourne,9,Away,59,2011-05-21,Saturday,8,Gabba,18404,2011,Brisbane Lions,Loss,14,-14,16,2
4108,Collingwood,9,Home,135,2011-05-22,Sunday,1,Docklands,38849,2011,Adelaide,Win,2,43,12,4
4109,Adelaide,9,Away,92,2011-05-22,Sunday,1,Docklands,38849,2011,Collingwood,Loss,12,-43,2,2
4110,Sydney,9,Home,60,2011-05-22,Sunday,2,SCG,33136,2011,Hawthorn,Loss,8,-46,3,3
4111,Hawthorn,9,Away,106,2011-05-22,Sunday,2,SCG,33136,2011,Sydney,Win,3,46,8,4
4112,West Coast,9,Home,175,2011-05-22,Sunday,3,Subiaco,37308,2011,Western Bulldogs,Win,6,123,11,2
4113,Western Bulldogs,9,Away,52,2011-05-22,Sunday,3,Subiaco,37308,2011,West Coast,Loss,11,-123,6,2
4114,Melbourne,10,Home,46,2011-05-27,Friday,8,MCG,47464,2011,Carlton,Loss,10,-47,4,2
4115,Carlton,10,Away,93,2011-05-27,Friday,8,MCG,47464,2011,Melbourne,Win,4,47,10,3
4116,North Melbourne,10,Home,71,2011-05-28,Saturday,2,Docklands,24267,2011,Sydney,Loss,14,-1,6,2
4117,Sydney,10,Away,72,2011-05-28,Saturday,2,Docklands,24267,2011,North Melbourne,Win,6,1,14,2
4118,Fremantle,10,Home,56,2011-05-28,Saturday,1,Subiaco,35483,2011,St Kilda,Loss,8,-46,11,3
4119,St Kilda,10,Away,102,2011-05-28,Saturday,1,Subiaco,35483,2011,Fremantle,Win,11,46,8,2
4120,Gold Coast,10,Home,73,2011-05-28,Saturday,7,Carrara,21485,2011,Geelong,Loss,17,-66,1,2
4121,Geelong,10,Away,139,2011-05-28,Saturday,7,Carrara,21485,2011,Gold Coast,Win,1,66,17,5
4122,Richmond,10,Home,74,2011-05-28,Saturday,8,Marrara Oval,11506,2011,Port Adelaide,Loss,9,-15,16,4
4123,Port Adelaide,10,Away,89,2011-05-28,Saturday,8,Marrara Oval,11506,2011,Richmond,Win,16,15,9,0
4124,Adelaide,10,Home,61,2011-05-29,Sunday,1,Football Park,34583,2011,Brisbane Lions,Loss,13,-40,15,2
4125,Brisbane Lions,10,Away,101,2011-05-29,Sunday,1,Football Park,34583,2011,Adelaide,Win,15,40,13,1
4126,Collingwood,10,Home,105,2011-05-29,Sunday,2,MCG,52560,2011,West Coast,Win,2,52,7,4
4127,West Coast,10,Away,53,2011-05-29,Sunday,2,MCG,52560,2011,Collingwood,Loss,7,-52,2,3
4128,Western Bulldogs,10,Home,62,2011-05-29,Sunday,5,Docklands,30747,2011,Hawthorn,Loss,12,-29,3,1
4129,Hawthorn,10,Away,91,2011-05-29,Sunday,5,Docklands,30747,2011,Western Bulldogs,Win,3,29,12,4
4130,Essendon,11,Home,68,2011-06-03,Friday,8,MCG,53077,2011,Melbourne,Loss,7,-33,9,3
4131,Melbourne,11,Away,101,2011-06-03,Friday,8,MCG,53077,2011,Essendon,Win,9,33,7,1
4132,Geelong,11,Home,148,2011-06-04,Saturday,2,Kardinia Park,25078,2011,Western Bulldogs,Win,1,61,13,5
4133,Western Bulldogs,11,Away,87,2011-06-04,Saturday,2,Kardinia Park,25078,2011,Geelong,Loss,13,-61,1,1
4134,West Coast,11,Home,85,2011-06-04,Saturday,1,Subiaco,36815,2011,Gold Coast,Win,6,18,17,3
4135,Gold Coast,11,Away,67,2011-06-04,Saturday,1,Subiaco,36815,2011,West Coast,Loss,17,-18,6,2
4136,Collingwood,11,Home,108,2011-06-04,Saturday,7,MCG,62991,2011,St Kilda,Win,2,57,11,4
4137,St Kilda,11,Away,51,2011-06-04,Saturday,7,MCG,62991,2011,Collingwood,Loss,11,-57,2,2
