,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition
1076,North Melbourne,16,Away,72,2023-07-01,Saturday,2.0,Adelaide Oval,35226,2023,Adelaide,Loss,17
1077,Melbourne,16,Home,45,2023-07-02,Sunday,3.0,Traeger Park,3413,2023,Greater Western Sydney,Loss,4
1078,Greater Western Sydney,16,Away,47,2023-07-02,Sunday,3.0,Traeger Park,3413,2023,Melbourne,Win,10
1079,West Coast,16,Home,77,2023-07-02,Sunday,5.0,Perth Stadium,35579,2023,St Kilda,Loss,18
1080,St Kilda,16,Away,85,2023-07-02,Sunday,5.0,Perth Stadium,35579,2023,West Coast,Win,5
1081,Brisbane Lions,17,Home,116,2023-07-08,Saturday,2.0,Gabba,24843,2023,West Coast,Win,3
1082,West Coast,17,Away,35,2023-07-08,Saturday,2.0,Gabba,24843,2023,Brisbane Lions,Loss,18
1083,Essendon,17,Home,115,2023-07-09,Sunday,3.0,Docklands,39606,2023,Adelaide,Win,5
1084,Adelaide,17,Away,97,2023-07-09,Sunday,3.0,Docklands,39606,2023,Essendon,Loss,9
1085,Geelong,17,Home,125,2023-07-09,Sunday,1.0,Kardinia Park,21066,2023,North Melbourne,Win,8
1086,North Melbourne,17,Away,63,2023-07-09,Sunday,1.0,Kardinia Park,21066,2023,Geelong,Loss,17
1087,Greater Western Sydney,17,Home,85,2023-07-08,Saturday,5.0,Sydney Showground,9007,2023,Hawthorn,Win,10
1088,Hawthorn,17,Away,72,2023-07-08,Saturday,5.0,Sydney Showground,9007,2023,Greater Western Sydney,Loss,16
1089,Richmond,17,Home,88,2023-07-06,Thursday,7.0,MCG,48443,2023,Sydney,Win,12
1090,Sydney,17,Away,75,2023-07-06,Thursday,7.0,MCG,48443,2023,Richmond,Loss,15
1091,St Kilda,17,Home,58,2023-07-08,Saturday,7.0,Docklands,30749,2023,Melbourne,Loss,6
1092,Melbourne,17,Away,79,2023-07-08,Saturday,7.0,Docklands,30749,2023,St Kilda,Win,4
1093,Western Bulldogs,17,Home,77,2023-07-07,Friday,8.0,Docklands,43482,2023,Collingwood,Loss,7
1094,Collingwood,17,Away,89,2023-07-07,Friday,8.0,Docklands,43482,2023,Western Bulldogs,Win,1
1095,Port Adelaide,17,Home,106,2023-07-08,Saturday,8.0,Adelaide Oval,31053,2023,Gold Coast,Win,2
1096,Gold Coast,17,Away,73,2023-07-08,Saturday,8.0,Adelaide Oval,31053,2023,Port Adelaide,Loss,13
1097,Fremantle,17,Home,45,2023-07-09,Sunday,5.0,Perth Stadium,49469,2023,Carlton,Loss,14
1098,Carlton,17,Away,98,2023-07-09,Sunday,5.0,Perth Stadium,49469,2023,Fremantle,Win,11
1099,Carlton,18,Home,122,2023-07-15,Saturday,5.0,Docklands,34306,2023,Port Adelaide,Win,10
1100,Port Adelaide,18,Away,72,2023-07-15,Saturday,5.0,Docklands,34306,2023,Carlton,Loss,2
1101,Collingwood,18,Home,113,2023-07-15,Saturday,2.0,MCG,61157,2023,Fremantle,Win,1
1102,Fremantle,18,Away,67,2023-07-15,Saturday,2.0,MCG,61157,2023,Collingwood,Loss,15
1103,Geelong,18,Home,122,2023-07-15,Saturday,7.0,Kardinia Park,23185,2023,Essendon,Win,5
1104,Essendon,18,Away,45,2023-07-15,Saturday,7.0,Kardinia Park,23185,2023,Geelong,Loss,8
1105,Gold Coast,18,Home,77,2023-07-15,Saturday,2.0,Carrara,13015,2023,St Kilda,Win,13
1106,St Kilda,18,Away,51,2023-07-15,Saturday,2.0,Carrara,13015,2023,Gold Coast,Loss,6
1107,Melbourne,18,Home,105,2023-07-14,Friday,8.0,MCG,38030,2023,Brisbane Lions,Win,4
1108,Brisbane Lions,18,Away,104,2023-07-14,Friday,8.0,MCG,38030,2023,Melbourne,Loss,3
1109,North Melbourne,18,Home,40,2023-07-16,Sunday,1.0,Docklands,30201,2023,Hawthorn,Loss,17
1110,Hawthorn,18,Away,88,2023-07-16,Sunday,1.0,Docklands,30201,2023,North Melbourne,Win,16
1111,Sydney,18,Home,78,2020-07-13,Monday,7.0,SCG,26221,2023,Western Bulldogs,Win,14
1112,Western Bulldogs,18,Away,76,2020-07-13,Monday,7.0,SCG,26221,2023,Sydney,Loss,7
1113,Adelaide,18,Home,57,2023-07-15,Saturday,8.0,Adelaide Oval,36674,2023,Greater Western Sydney,Loss,12
1114,Greater Western Sydney,18,Away,71,2023-07-15,Saturday,8.0,Adelaide Oval,36674,2023,Adelaide,Win,9
1115,West Coast,18,Home,60,2023-07-16,Sunday,5.0,Perth Stadium,40501,2023,Richmond,Loss,18
1116,Richmond,18,Away,98,2023-07-16,Sunday,5.0,Perth Stadium,40501,2023,West Coast,Win,11
1117,Brisbane Lions,19,Home,64,2023-07-22,Saturday,5.0,Gabba,32586,2023,Geelong,Win,3
1118,Geelong,19,Away,53,2023-07-22,Saturday,5.0,Gabba,32586,2023,Brisbane Lions,Loss,8
1119,Carlton,19,Home,140,2023-07-22,Saturday,2.0,Docklands,34954,2023,West Coast,Win,9
1120,West Coast,19,Away,69,2023-07-22,Saturday,2.0,Docklands,34954,2023,Carlton,Loss,18
1121,Essendon,19,Home,49,2023-07-21,Friday,8.0,Docklands,43634,2023,Western Bulldogs,Loss,11
1122,Western Bulldogs,19,Away,90,2023-07-21,Friday,8.0,Docklands,43634,2023,Essendon,Win,5
1123,Greater Western Sydney,19,Home,103,2023-07-23,Sunday,1.0,Manuka Oval,10026,2023,Gold Coast,Win,7
1124,Gold Coast,19,Away,63,2023-07-23,Sunday,1.0,Manuka Oval,10026,2023,Greater Western Sydney,Loss,14
1125,Melbourne,19,Home,97,2023-07-23,Sunday,3.0,MCG,33122,2023,Adelaide,Win,4
1126,Adelaide,19,Away,93,2023-07-23,Sunday,3.0,MCG,33122,2023,Melbourne,Loss,13
1127,Richmond,19,Home,96,2023-07-22,Saturday,2.0,MCG,57654,2023,Hawthorn,Win,10
1128,Hawthorn,19,Away,95,2023-07-22,Saturday,2.0,MCG,57654,2023,Richmond,Loss,16
1129,St Kilda,19,Home,69,2023-07-23,Sunday,5.0,Docklands,18279,2023,North Melbourne,Win,6
1130,North Melbourne,19,Away,61,2023-07-23,Sunday,5.0,Docklands,18279,2023,St Kilda,Loss,17
1131,Port Adelaide,19,Home,83,2023-07-22,Saturday,8.0,Adelaide Oval,47965,2023,Collingwood,Loss,2
1132,Collingwood,19,Away,85,2023-07-22,Saturday,8.0,Adelaide Oval,47965,2023,Port Adelaide,Win,1
1133,Fremantle,19,Home,75,2023-07-22,Saturday,8.0,Perth Stadium,42433,2023,Sydney,Loss,15
1134,Sydney,19,Away,105,2023-07-22,Saturday,8.0,Perth Stadium,42433,2023,Fremantle,Win,12
1135,Collingwood,20,Home,76,2023-07-28,Friday,8.0,MCG,86785,2023,Carlton,Loss,1
1136,Carlton,20,Away,93,2023-07-28,Friday,8.0,MCG,86785,2023,Collingwood,Win,7
1137,Essendon,20,Home,99,2023-07-29,Saturday,7.0,Docklands,38319,2023,Sydney,Loss,13
1138,Sydney,20,Away,101,2023-07-29,Saturday,7.0,Docklands,38319,2023,Essendon,Win,10
1139,Geelong,20,Home,64,2023-07-29,Saturday,2.0,Kardinia Park,21619,2023,Fremantle,Loss,9
1140,Fremantle,20,Away,71,2023-07-29,Saturday,2.0,Kardinia Park,21619,2023,Geelong,Win,15
1141,Gold Coast,20,Home,96,2023-07-29,Saturday,5.0,Carrara,14097,2023,Brisbane Lions,Win,14
1142,Brisbane Lions,20,Away,55,2023-07-29,Saturday,5.0,Carrara,14097,2023,Gold Coast,Loss,3
1143,Hawthorn,20,Home,93,2023-07-30,Sunday,1.0,Docklands,22769,2023,St Kilda,Loss,16
1144,St Kilda,20,Away,122,2023-07-30,Sunday,1.0,Docklands,22769,2023,Hawthorn,Win,5
1145,Richmond,20,Home,130,2023-07-30,Sunday,3.0,MCG,52294,2023,Melbourne,Win,11
1146,Melbourne,20,Away,98,2023-07-30,Sunday,3.0,MCG,52294,2023,Richmond,Loss,4
1147,Western Bulldogs,20,Home,73,2023-07-29,Saturday,2.0,Eureka Stadium,9080,2023,Greater Western Sydney,Loss,8
1148,Greater Western Sydney,20,Away,78,2023-07-29,Saturday,2.0,Eureka Stadium,9080,2023,Western Bulldogs,Win,6
1149,Adelaide,20,Home,112,2023-07-29,Saturday,8.0,Adelaide Oval,50023,2023,Port Adelaide,Win,12
1150,Port Adelaide,20,Away,65,2023-07-29,Saturday,8.0,Adelaide Oval,50023,2023,Adelaide,Loss,2
1151,West Coast,20,Home,72,2023-07-30,Sunday,5.0,Perth Stadium,38231,2023,North Melbourne,Win,18
1152,North Melbourne,20,Away,67,2023-07-30,Sunday,5.0,Perth Stadium,38231,2023,West Coast,Loss,17
1153,Essendon,21,Home,73,2023-08-05,Saturday,2.0,Docklands,30742,2023,West Coast,Win,12
1154,West Coast,21,Away,72,2023-08-05,Saturday,2.0,Docklands,30742,2023,Essendon,Loss,18
1155,Geelong,21,Home,97,2023-08-05,Saturday,7.0,Kardinia Park,21279,2023,Port Adelaide,Win,9
1156,Port Adelaide,21,Away,85,2023-08-05,Saturday,7.0,Kardinia Park,21279,2023,Geelong,Loss,4
1157,Greater Western Sydney,21,Home,85,2023-08-05,Saturday,8.0,Sydney Showground,19332,2023,Sydney,Loss,8
1158,Sydney,21,Away,96,2023-08-05,Saturday,8.0,Sydney Showground,19332,2023,Greater Western Sydney,Win,10
1159,Hawthorn,21,Home,105,2023-08-05,Saturday,5.0,MCG,62134,2023,Collingwood,Win,16
1160,Collingwood,21,Away,73,2023-08-05,Saturday,5.0,MCG,62134,2023,Hawthorn,Loss,1
1161,North Melbourne,21,Home,71,2023-08-06,Sunday,1.0,Bellerive Oval,8034,2023,Melbourne,Loss,17
1162,Melbourne,21,Away,103,2023-08-06,Sunday,1.0,Bellerive Oval,8034,2023,North Melbourne,Win,2
1163,St Kilda,21,Home,54,2023-08-06,Sunday,3.0,Docklands,42656,2023,Carlton,Loss,7
1164,Carlton,21,Away,73,2023-08-06,Sunday,3.0,Docklands,42656,2023,St Kilda,Win,5
1165,Western Bulldogs,21,Home,126,2023-08-04,Friday,8.0,Docklands,39304,2023,Richmond,Win,6
1166,Richmond,21,Away,71,2023-08-04,Friday,8.0,Docklands,39304,2023,Western Bulldogs,Loss,13
1167,Adelaide,21,Home,89,2023-08-05,Saturday,2.0,Adelaide Oval,35777,2023,Gold Coast,Win,11
1168,Gold Coast,21,Away,61,2023-08-05,Saturday,2.0,Adelaide Oval,35777,2023,Adelaide,Loss,14
1169,Fremantle,21,Home,74,2023-08-06,Sunday,5.0,Perth Stadium,37845,2023,Brisbane Lions,Loss,15
1170,Brisbane Lions,21,Away,77,2023-08-06,Sunday,5.0,Perth Stadium,37845,2023,Fremantle,Win,3
1171,Carlton,22,Home,60,2023-08-12,Saturday,8.0,MCG,68577,2023,Melbourne,Win,5
1172,Melbourne,22,Away,56,2023-08-12,Saturday,8.0,MCG,68577,2023,Carlton,Loss,4
1173,Brisbane Lions,22,Home,99,2023-08-12,Saturday,5.0,Gabba,30107,2023,Adelaide,Win,2
1174,Adelaide,22,Away,93,2023-08-12,Saturday,5.0,Gabba,30107,2023,Brisbane Lions,Loss,12
1175,Collingwood,22,Home,109,2023-08-11,Friday,8.0,MCG,78749,2023,Geelong,Win,1
1176,Geelong,22,Away,101,2023-08-11,Friday,8.0,MCG,78749,2023,Collingwood,Loss,11
1177,Hawthorn,22,Home,67,2023-08-13,Sunday,1.0,York Park,12408,2023,Western Bulldogs,Win,16
1178,Western Bulldogs,22,Away,64,2023-08-13,Sunday,1.0,York Park,12408,2023,Hawthorn,Loss,8
1179,North Melbourne,22,Home,77,2023-08-12,Saturday,2.0,Docklands,37231,2023,Essendon,Loss,17
1180,Essendon,22,Away,86,2023-08-12,Saturday,2.0,Docklands,37231,2023,North Melbourne,Win,9
1181,St Kilda,22,Home,93,2023-08-13,Sunday,3.0,Docklands,31119,2023,Richmond,Win,6
